ID,Start time,Completion time,Email,Name,What is your district of residence?,What is your age?,What's your gender?,What is your current industry experience Level? ,What is your Working Culture?,Select your working district,What is your Role in your company?,Does your Company have a Sri Lankan office?,Is your company salary pegged?,Do you have any working experience in Global Software Development?,Are the Consequences of COVID-19 affect your Productivity in global Software Development?,What are the Productivity affecting issues you faced during the COVID-19 time?,How did you maintain your Productivity at a good level during the COVID-19 time?,Is Health-related problems affect your Productivity in Global Software Development?,What are the health issues you face regularly?,Are the Consequences of Sri Lanka’s economic crisis affect your Productivity in Global Software Development?,What are the Productivity affecting issues you are facing during this Sri Lanka’s economic crisis Period?,How do you maintain your Productivity during this Sri Lanka’s economic crisis time?,Is your lack of Individual Soft skills affect your Productivity in global Software Development?,What are the soft skills you think that can support and increase your Productivity?,Is your low Paying Structure affect your Productivity in global Software Development?,Are your slowest Equipment or Tools (Gadgets) increase your Productivity in global Software Development?,Are the Tools (equipment or gadgets) provided by your Company?,Rate your computer speed.,Is your slow Network Quality affect your Productivity in global Software Development?,What type of network provider are you using for your work?,Rate the Internet speed.,"Is your distractive Workplace Ergonomics affect your Productivity in global Software Development?
(If you are working from your home please consider your home is your workplace)
",Are poor Training & Career Development Opportunities affect your Productivity in global Software Development?,Is your Work Pressure affect your Productivity in global Software Development?,Does Distraction at the workplace affect your Productivity in global Software Development?,What kind of Distractions Do you have in your workplace?,Is lack of Technical Skills in New Technologies affect your Productivity in global Software Development?,How do you maintain your productivity without familiarity in new technologies?,Language issues,Lack of Management of time Difference,Please Mention any other factors except the above (If you have any)?,Are the Consequences of COVID-19 affect your Productivity in Software Development Process?,What are the Productivity affecting issues you faced during the COVID-19 time?2,How did you maintain your Productivity at a good level during the COVID-19 time?2,Is Health-related problems affect your Productivity in Software Development Process?,What are the health issues you face regularly?2,Are the Consequences of Sri Lanka’s economic crisis affect your Productivity in Software Development Process?,What are the Productivity affecting issues you are facing during this Sri Lanka’s economic crisis Period?2,How do you maintain your Productivity during this Sri Lanka’s economic crisis time?2,Is your lack of Individual Soft skills affect your Productivity in software Development process?,What are the soft skills you think that can support and increase your Productivity?2,Is your low Paying Structure affect your Productivity in Software Development Process?,Are your slowest Equipment or Tools (Gadgets) increase your Productivity in Software Development Process?,Are the Tools (equipment or gadgets) provided by your Company?2,Rate your computer speed.2,Is your low Network Quality affect your Productivity in Software Development process?,What type of network provider are you using for your work?2,Rate the Internet speed.2,"Is your distractive Workplace Ergonomics affect your Productivity in Software Development process? 
(If you are working from your home please consider your home is your workplace)",Are your poor Training & Career Development Opportunities affect your Productivity in Software Development Process?,Is your Work Pressure affect your Productivity in Software Development Process?,Does Distraction at the workplace affect your Productivity in Software Development process?,What kind of Distraction Do you have in your workplace?,Is lack of Technical Skills in New Technologies affect your Productivity in Software Development process?,How do you maintain your productivity without familiarity in new technologies?2,Please Mention any other factors except the above (If you have any)?2,Monthly Salary,Technology Platform,Temperature at the workplace,Air Quality at the workplace,Lighting at the workplace,Hydration Level at the Workplace,Working Space Layout and Design,Flexibility level at workplace,Duration of the software project,Network Quality at workplace,Lack of Control,Lack of culture understanding in teams,Lack of trust,Geographical Distance,Job Security,Lack of Knowledge management and transfer among teams,Relationship with Colleagues and Senior employees,Outing with staffs,Leisure-time activities,Arrange some Free Certifacate Courses,Knowledge Sharing Sessions,Rate your own individual productivity level (from your own perspective).,What is your average line of code per day?,How many average story points do you burn in one day?,How often does your code fail in the testing phase?,How often do you take extra time to complete your tasks?
101,2/15/2023 22:28,2/15/2023 22:53,anonymous,,Kandy,26,Male,2 to 4 years,Work from Home,,Game Developer ,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,During the period of COVID-19 there has been an economic growth in the field of Software Engineering in Sri Lanka as well as globally.,,Yes,Eye diseases ,Yes,Increase in price of computer accessories ,,Yes,Communication Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;Adaptability Skills;Interpersonal Skills;Work Ethic;,Yes,Yes,No,3,Yes,Dialog,3,Yes,Yes,Yes,Yes,,Yes,,,Bad,Neutral,Neutral,Neutral,Good,Neutral,Bad,Neutral,Good,Neutral,,,,,Neutral,,Good,Neutral,Neutral,Good,Good,Bad,26-50 lines,1 point,Always,Often
102,2/15/2023 22:53,2/15/2023 22:57,anonymous,,Kandy,22,Male,Internship,Hybrid,Colombo,Software Engineer,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,Yes,,,No,Communication Skills;Work Ethic;Creativity Skills;Time Management Skills;Teamwork Skills;Leadership Skills;Problem-Solving Skills;,No,Yes,Yes,3,No,Dialog,3,No,Yes,No,No,,Yes,,,Neutral,Good,Neutral,Good,Good,Good,Very Good,Very Good,Very Good,Good,,,,,Good,,Good,Good,Very Good,Good,Very Good,Good,51-100 lines,3 points,Sometimes,Rarely
103,2/15/2023 23:01,2/15/2023 23:13,anonymous,,Gampaha,28,Male,2 to 4 years,Hybrid,Colombo,Software Engineer,Yes,Yes,Yes,No,,Nothing special. I worked as I used to. Company provide me some financial help and equipments to install my WFH setup. My concern was preventing  from the virus.,No,,No,,Nothing special.,No,Communication Skills;Interpersonal Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Work Ethic;Adaptability Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;,Yes,Yes,Yes,5,Yes,SLTMobitel,3,Yes,No,Yes,No,,Yes,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Neutral,No,No,No,No,Very Good,No,Very Good,Good,Very Good,Good,Good,Good,101-200 lines,above 5 points,Rarely,Sometimes
104,2/15/2023 23:43,2/15/2023 23:53,anonymous,,Colombo,27,Male,2 to 4 years,Work from Home,,Computer Support Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,,,Yes,Communication Skills;Teamwork Skills;Work Ethic;,Yes,Yes,Yes,4,Yes,SLTMobitel,3,Yes,Yes,Yes,Yes,,Yes,,,Bad,Neutral,Neutral,Neutral,Neutral,Good,Neutral,Neutral,Bad,Neutral,,,,,Neutral,,Good,Very Bad,Very Bad,Neutral,Good,Very Bad,0-25 lines,1 point,Always,Always
105,2/16/2023 0:05,2/16/2023 0:10,anonymous,,Jaffna,25,Female,Internship,Hybrid,Colombo,Business Analyst,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I am a student during COVID-19,Yes,Anamia,No,,,Yes,Communication Skills;Teamwork Skills;Adaptability Skills;,No,Yes,Yes,3,Yes,Dialog,3,No,Yes,Yes,No,,No,Using youtube and educational apps,,Neutral,Neutral,Bad,Good,Good,Good,Neutral,Good,Good,Neutral,,,,,Good,,Very Bad,Very Bad,Bad,Good,Good,Bad,0-25 lines,1 point,Often,Always
106,2/16/2023 0:06,2/16/2023 0:16,anonymous,,Kalutara,26,Male,Less than 2 years,Work from Home,,Software Engineer,No,No,Yes,Yes,I was limited to the home (wfh). I think it is not much productive for me these days. ,,No,,Yes,I am fed up with this conditions. That is mentally affected to my carrier. ,,Yes,Communication Skills;Interpersonal Skills;Adaptability Skills;,Yes,Yes,Yes,4,Yes,SLTMobitel,2,Yes,Yes,Yes,Yes,As we are wfh i have to work with house hold works,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad,Neutral,Neutral,Good,Good,Good,Neutral,Neutral,Bad,Bad,Yes,No,No,Yes,Neutral,Yes,Bad,Neutral,Neutral,Very Bad,Very Bad,Bad,26-50 lines,2 points,Always,Often
107,2/16/2023 0:24,2/16/2023 0:35,anonymous,,Batticaloa,26,Female,2 to 4 years,Work from Home,,Business Analyst,Yes,No,Yes,Yes,"Affected by Covid-19, and had health issues after infected with COVID like tiredness, pains and breathing difficulties by which the concentration on work was reduced.",,Yes,"Vision probs, back pain",No,,,No,Communication Skills;Critical Thinking Skills;Work Ethic;Interpersonal Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;Leadership Skills;,No,Yes,Yes,4,Yes,Dialog,2,Yes,No,Yes,Yes,"WHF - Noises, personal works in between the hours ",Yes,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Good,Good,Good,Good,Very Good,Good,Good,Good,Bad,No,Yes,No,Yes,Good,No,Good,Bad,Bad,Bad,Neutral,Bad,26-50 lines,2 points,Often,Always
108,2/16/2023 0:32,2/16/2023 0:52,anonymous,,Kandy,27,Male,4 to 6 years,Work from Home,,Freelancer,Yes,Yes,Yes,No,,"Since a freelancer, I could attract with more clients than the previous time period with less effort ",No,,Yes,"Power cut
Required equipment's' price is very high as well as hard to find them in the market.",,No,Communication Skills;Interpersonal Skills;Teamwork Skills;Critical Thinking Skills;Work Ethic;Adaptability Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;,Yes,Yes,No,5,Yes,SLTMobitel,3,Yes,Yes,Yes,Yes,The outside noise at the workplace  ,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Neutral,Very Good,Very Good,Very Good,Very Good,Good,Good,Very Good,Bad,Yes,Yes,Yes,Yes,Good,Yes,Neutral,Neutral,Good,Neutral,Neutral,Bad,26-50 lines,2 points,Always,Often
109,2/16/2023 1:08,2/16/2023 1:10,anonymous,,Jaffna,27,Male,2 to 4 years,Work from Home,,Software Engineer,Yes,Yes,Yes,Yes,Productivity issues in wfh,,No,,No,,,No,Communication Skills;Problem-Solving Skills;,Yes,Yes,Yes,4,Yes,SLTMobitel,3,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Yes,Yes,No,No,Very Good,No,Very Good,Very Good,Very Good,Very Good,Very Good,Neutral,51-100 lines,3 points,Rarely,Sometimes
110,2/16/2023 1:20,2/16/2023 1:31,anonymous,,Anuradhapura,24,Male,Internship,Work from Home,,Software Engineer,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,"I hadn't started my internship at that time, but that time gave me the opportunity to learn more about machine learning.",No,,Yes,"Power cut issue mainly.
 ",,Yes,Communication Skills;Teamwork Skills;Critical Thinking Skills;Work Ethic;Problem-Solving Skills;Creativity Skills;Time Management Skills;Adaptability Skills;,Yes,Yes,Yes,4,Yes,SLTMobitel,4,Yes,Yes,Yes,Yes,"I'm working from home, so when people ask me.",Yes,,,Neutral,Good,Good,Good,Good,Good,Good,Good,Neutral,Good,,,,,Good,,Very Good,Neutral,Bad,Neutral,Good,Bad,26-50 lines,1 point,Rarely,Often
111,2/16/2023 7:34,2/16/2023 7:43,anonymous,,Galle,26,Male,2 to 4 years,Hybrid,Colombo,Software Engineer,Yes,No,Yes,No,,Working from home,Yes,Overstressed when work from home with more work load than in the office,Yes,We don't use more electronic items such as monitors and good laptops like MacBooks since this economy crisis. So our productivity might lost,,No,Communication Skills;Interpersonal Skills;Teamwork Skills;Critical Thinking Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;,Yes,Yes,No,4,Yes,SLTMobitel,4,Yes,Yes,Yes,Yes,It cannot be said exactly what but sometimes we all are distracts due to some reasons,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,No,Yes,No,Neutral,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,51-100 lines,3 points,Rarely,Rarely
112,2/16/2023 8:39,2/16/2023 8:50,anonymous,,Gampaha,26,Male,Internship,Hybrid,Colombo,Data Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Only in the beginning.,,No,,No,,Work from home,Yes,Creativity Skills;Problem-Solving Skills;Critical Thinking Skills;Technical Skills;,Yes,Yes,Yes,2,Yes,Dialog,3,Yes,Yes,Yes,Yes,"Noises, lights",Yes,,,Neutral,Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,,,,,Neutral,,Good,Neutral,Neutral,Bad,Good,Neutral,101-200 lines,3 points,Sometimes,Rarely
113,2/16/2023 8:48,2/16/2023 9:07,anonymous,,Trincomalee,26,Female,Internship,Work from Home,,Software Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,No,,,No,Communication Skills;Teamwork Skills;Problem-Solving Skills;Creativity Skills;,No,Yes,Yes,4,Yes,Dialog,3,Yes,Yes,Yes,No,,Yes,,,Neutral,Good,Good,Good,Good,Good,Good,Good,Good,Neutral,,,,,Neutral,,Good,Neutral,Good,Good,Good,Neutral,51-100 lines,3 points,Often,Rarely
114,2/16/2023 9:56,2/16/2023 10:04,anonymous,,Gampaha,27,Male,2 to 4 years,Hybrid,Colombo,Full Stack Engineer,Yes,Yes,Yes,No,,I started my carrier during the covid-19 time. So It won't effect me,No,,No,,My company pegged salary to AUD. and increase my salary. And allows me to work from home for 4 days per week. So economic crisis won't affect me,No,Communication Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Work Ethic;Problem-Solving Skills;Creativity Skills;Adaptability Skills;Interpersonal Skills;Time Management Skills;,Yes,Yes,Yes,5,Yes,SLT Fiber,5,Yes,Yes,Yes,No,,No,Mainly getting traning. use community help. Nowadays Iuse chatgpt a lots to to development in new technologies which I'm not familiar lot,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Good,Very Good,Good,Good,Good,Good,Good,Good,Very Good,No,No,No,No,Good,Yes,Good,Very Good,Good,Good,Good,Good,51-100 lines,3 points,Sometimes,Sometimes
115,2/16/2023 9:59,2/16/2023 10:08,anonymous,,Gampaha,28,Female,2 to 4 years,Work from Home,,Software Engineer,Yes,No,Yes,No,,,No,,No,,,No,Time Management Skills;,Yes,Yes,No,4,Yes,Dialog,3,Yes,Yes,Yes,No,,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Good,Neutral,Neutral,Neutral,Good,Good,Yes,No,No,No,Good,No,Good,Good,Neutral,Good,Good,Good,51-100 lines,3 points,Sometimes,Rarely
116,2/16/2023 10:29,2/16/2023 10:35,anonymous,,Colombo,25,Male,2 to 4 years,Work from Office,Gampaha,Business Analyst,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,No,Communication Skills;Interpersonal Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Adaptability Skills;Work Ethic;Problem-Solving Skills;Time Management Skills;,No,No,Yes,5,Yes,Company WIFI,5,Yes,Yes,Yes,No,,No,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Good,Very Good,Good,Bad,Very Good,Good,Good,Very Good,Very Good,Good,Yes,Yes,Yes,No,Bad,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Good,101-200 lines,above 5 points,Sometimes,Rarely
117,2/16/2023 10:09,2/16/2023 11:27,anonymous,,Jaffna,27,Male,Less than 2 years,Hybrid,Colombo,Software Engineer,Yes,Yes,Yes,Yes,,,No,,Yes,Daily base power cut affects significantly in productivity,,Yes,Communication Skills;Time Management Skills;,No,Yes,Yes,3,Yes,SLTMobitel,4,Yes,Yes,Yes,Yes,"Since I am mostly working from home, when visitors coming to home. It makes some distraction.",Yes,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,Good,Good,Neutral,Good,Good,Neutral,No,No,No,No,Good,Yes,Neutral,Neutral,Good,Good,Neutral,Neutral,51-100 lines,3 points,Rarely,Sometimes
118,2/16/2023 11:50,2/16/2023 12:05,anonymous,,Kilinochchi,25,Male,Internship,Hybrid,Jaffna,Intern software Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,"I did my internship as a hybrid work; it was helpful for me to save more time and, if necessary, to attend the meeting or something, only go to the office.",No,,No,,"During the economic crisis, I did not spend time building my profile and learning more about technical things.",Yes,Communication Skills;Teamwork Skills;Creativity Skills;Problem-Solving Skills;Time Management Skills;Work Ethic;Leadership Skills;Critical Thinking Skills;,Yes,Yes,No,3,No,Dialog,4,Yes,Yes,No,Yes,"When I worked from home, there was no isolated place for me, so sometimes my relatives disturbed my works",Yes,,,Good,Neutral,Bad,Neutral,Neutral,Neutral,Bad,Very Good,Very Good,Neutral,,,,,Neutral,,Good,Bad,Neutral,Very Bad,Very Bad,Bad,26-50 lines,1 point,Often,Often
119,2/16/2023 12:11,2/16/2023 12:39,anonymous,,Gampaha,24,Female,Internship,Hybrid,Colombo,Software Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,,Yes,,,Yes,Communication Skills;Teamwork Skills;Critical Thinking Skills;Adaptability Skills;Problem-Solving Skills;Creativity Skills;,Yes,Yes,Yes,3,Yes,Company WIFI,3,Yes,Yes,Yes,Yes,,Yes,,,Very Good,Very Good,Good,Very Good,Good,Good,Very Good,Very Good,Very Good,Very Good,,,,,Very Good,,Very Good,Neutral,Very Good,Very Good,Very Good,Neutral,51-100 lines,2 points,Rarely,Often
120,2/16/2023 14:23,2/16/2023 14:31,anonymous,,Polonnaruwa,26,Male,Internship,Work from Home,,Software Engineer,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Keep my mind actively and healthy,No,,Yes,Power Cut issues,,Yes,Communication Skills;Teamwork Skills;Leadership Skills;Time Management Skills;,No,Yes,No,4,Yes,SLTMobitel,4,Yes,Yes,Yes,Yes,Somtimes?Stress,No,From Searchin from  the google,,Bad,Neutral,Good,Good,Good,Good,Good,Good,Bad,Neutral,,,,,Neutral,,Bad,Bad,Very Bad,Bad,Bad,Very Bad,0-25 lines,1 point,Always,Always
121,2/16/2023 17:46,2/16/2023 17:53,anonymous,,Matara,25,Female,Internship,Work from Office,Colombo,Software Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,No,,,Yes,Work Ethic;Adaptability Skills;Time Management Skills;,No,Yes,Yes,5,Yes,Company WIFI,4,Yes,Yes,Yes,Yes,,Yes,,,Good,Very Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,Good,,Good,Good,Good,Good,Good,Good,51-100 lines,3 points,Sometimes,Rarely
122,2/16/2023 19:31,2/16/2023 19:36,anonymous,,Kurunegala,27,Male,Less than 2 years,Work from Office,Colombo,Computer Support Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Take healthy foods and do some exercises ,Yes,headache and some problems in eyes,Yes,,,Yes,Communication Skills;Interpersonal Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Creativity Skills;Problem-Solving Skills;Work Ethic;,Yes,Yes,Yes,4,Yes,Dialog,4,Yes,Yes,Yes,Yes,,Yes,,,Neutral,Neutral,Good,Good,Good,Good,Good,Good,Neutral,Neutral,,,,,Good,,Very Good,Good,Good,Neutral,Neutral,Neutral,101-200 lines,above 5 points,Often,Often
123,2/16/2023 19:27,2/16/2023 19:43,anonymous,,Ratnapura,25,Male,2 to 4 years,Work from Home,,Software Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Everything goes online so I could be able to handle multiple works at the same time.,No,,Yes,Power cuts,,Yes,Communication Skills;Interpersonal Skills;Time Management Skills;,Yes,Yes,No,4,Yes,SLTMobitel,3,No,No,No,No,,No,,,Bad,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,51-100 lines,3 points,Rarely,Often
124,2/16/2023 23:29,2/16/2023 23:44,anonymous,,Kurunegala,30,Male,2 to 4 years,Work from Home,,Team lead,Yes,Yes,Yes,Yes,Productivity was high,,No,,No,,,No,Teamwork Skills;Leadership Skills;Work Ethic;Critical Thinking Skills;Interpersonal Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;,No,No,No,4,Yes,SLTMobitel,4,Yes,Yes,Yes,Yes,,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Very Good,Neutral,Good,Good,Neutral,Good,Good,Neutral,Good,No,No,No,No,Good,No,Good,Good,Neutral,Neutral,Good,Neutral,51-100 lines,3 points,Often,Rarely
125,2/16/2023 23:52,2/16/2023 23:59,anonymous,,Gampaha,27,Male,Less than 2 years,Hybrid,Gampaha,Software Engineer,Yes,No,Yes,Yes,"some resources loss.
some requirements are losst",,No,,Yes,Electricity problem and transport problems ,,Yes,Communication Skills;Teamwork Skills;Leadership Skills;Adaptability Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;,Yes,Yes,Yes,4,Yes,SLTMobitel,4,Yes,Yes,Yes,No,,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Good,Good,Good,Good,Good,Neutral,Neutral,Neutral,Neutral,No,No,No,No,Neutral,No,Neutral,Bad,Bad,Bad,Neutral,Bad,0-25 lines,1 point,Often,Always
126,2/17/2023 10:44,2/17/2023 10:48,anonymous,,Gampaha,27,Male,Less than 2 years,Hybrid,Colombo,Software Engineer,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,No,,,No,Teamwork Skills;Leadership Skills;Critical Thinking Skills;Problem-Solving Skills;,Yes,Yes,Yes,5,Yes,SLTMobitel,3,Yes,Yes,No,No,,Yes,,,Good,Good,Good,Good,Good,Good,Good,Very Good,Good,Neutral,,,,,Good,,Good,Neutral,Neutral,Neutral,Neutral,Neutral,51-100 lines,3 points,Often,Rarely
127,2/17/2023 13:06,2/17/2023 13:08,anonymous,,Badulla,25,Male,Less than 2 years,Work from Home,,Software Developer,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,Yes,Communication Skills;Work Ethic;Interpersonal Skills;Time Management Skills;,Yes,Yes,Yes,3,Yes,Dialog,3,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Good,Neutral,Neutral,Neutral,Neutral,Good,Neutral,Bad,Neutral,Yes,Yes,Yes,Yes,Bad,Yes,Neutral,Bad,Neutral,Neutral,Bad,Bad,0-25 lines,1 point,Often,Always
128,2/17/2023 13:05,2/17/2023 13:10,anonymous,,Gampaha,26,Male,2 to 4 years,Work from Home,,Software Engineer,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Work from home,No,,Yes,Powercut and lack of things which using in day to day life,,No,Communication Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Problem-Solving Skills;Time Management Skills;Work Ethic;,Yes,Yes,Yes,4,Yes,Dialog,3,No,No,No,No,,Yes,,,Bad,Neutral,Neutral,Good,Good,Neutral,Very Bad,Good,Neutral,Bad,,,,,Neutral,,Neutral,Very Bad,Very Bad,Very Bad,Neutral,Very Bad,0-25 lines,1 point,Always,Always
129,2/17/2023 13:10,2/17/2023 13:16,anonymous,,Gampaha,26,Male,2 to 4 years,Work from Home,,Software Engineer,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,No,,,Yes,Communication Skills;Leadership Skills;,No,No,Yes,4,Yes,SLTMobitel,3,No,No,No,No,,Yes,,,Neutral,Neutral,Good,Good,Good,Good,Neutral,Good,Good,Good,,,,,Good,,Good,Good,Bad,Bad,Neutral,Bad,26-50 lines,2 points,Always,Often
130,2/17/2023 13:06,2/17/2023 13:21,anonymous,,Jaffna,27,Male,2 to 4 years,Hybrid,Colombo,Software Engineer,Yes,Yes,Yes,No,,Good sleep,No,,Yes,Power cut,,No,Communication Skills;Teamwork Skills;Interpersonal Skills;Critical Thinking Skills;Work Ethic;Problem-Solving Skills;Time Management Skills;,Yes,Yes,Yes,3,Yes,SLTMobitel,4,Yes,Yes,Yes,Yes,Distraction from family members,Yes,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,Neutral,Good,Neutral,Very Good,Very Good,Good,Yes,No,Yes,No,Neutral,Yes,Good,Good,Good,Neutral,Neutral,Neutral,101-200 lines,above 5 points,Rarely,Often
131,2/17/2023 14:30,2/17/2023 14:36,anonymous,,Kilinochchi,28,Male,2 to 4 years,Work from Home,,Software Engineer,Yes,No,Yes,Yes,,,No,,Yes,,,No,Communication Skills;Teamwork Skills;Leadership Skills;Problem-Solving Skills;Time Management Skills;Creativity Skills;,No,Yes,Yes,5,No,Dialog,4,Yes,Yes,Yes,No,,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Neutral,Good,Good,Good,Good,Good,Good,Very Good,Good,No,No,No,No,Good,No,Very Good,Good,Good,Very Good,Very Good,Good,51-100 lines,3 points,Sometimes,Sometimes
132,2/17/2023 19:58,2/17/2023 20:02,anonymous,,Matara,23,Female,Internship,Work from Office,Colombo,Cybersecurity,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,Yes,,,Yes,Communication Skills;Leadership Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;,No,Yes,No,3,Yes,SLTMobitel,3,Yes,Yes,Yes,No,,Yes,,,Very Bad,Neutral,Neutral,Neutral,Good,Good,Good,Good,Neutral,Good,,,,,Good,,Good,Good,Neutral,Neutral,Good,Bad,0-25 lines,1 point,Sometimes,Always
133,2/19/2023 8:58,2/19/2023 9:03,anonymous,,Colombo,32,Male,More than 6 years,Hybrid,Colombo,Software Engineer,Yes,No,Yes,No,,online meetings,No,,Yes,power cut,,No,Communication Skills;Interpersonal Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Work Ethic;Adaptability Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;,No,No,No,5,No,SLTMobitel,5,Yes,No,No,No,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Yes,Yes,Yes,Good,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,51-100 lines,3 points,Sometimes,Rarely
134,2/21/2023 9:57,2/21/2023 10:01,anonymous,,Gampaha,25,Male,Less than 2 years,Hybrid,Colombo,Software Engineer,Yes,Yes,Yes,No,,I didnt work during the covid locked down period,No,,No,,Salary was pegged,No,Communication Skills;Interpersonal Skills;Teamwork Skills;Leadership Skills;,No,Yes,Yes,5,Yes,SLTMobitel,5,Yes,Yes,Yes,No,,Yes,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Yes,No,No,Yes,Very Good,Yes,Very Good,Very Good,Very Good,Neutral,Neutral,Neutral,51-100 lines,2 points,Sometimes,Rarely
135,2/21/2023 14:37,2/21/2023 14:42,anonymous,,Kalutara,28,Male,2 to 4 years,Work from Home,,Software Engineer,Yes,Yes,Yes,Yes,Mamaging time with family commitments ,,Yes,Covid leaves time to time,Yes,Accessability to Internet and electricity ,,No,Communication Skills;Interpersonal Skills;Teamwork Skills;Leadership Skills;Critical Thinking Skills;Work Ethic;Adaptability Skills;Problem-Solving Skills;Creativity Skills;Time Management Skills;,Yes,Yes,Yes,3,Yes,SLTMobitel,2,Yes,Yes,Yes,Yes,Work load and streess,No,Checking tech talks time to time,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Good,Good,Good,Bad,Very Bad,Very Bad,Bad,Yes,Yes,Yes,Yes,Bad,Yes,Good,Neutral,Bad,Very Bad,Neutral,Very Bad,0-25 lines,1 point,Always,Always
